195.165, 129.113, 8.333, 18.965 False
194.887, 129.115, 8.333, 18.998 False
194.610, 129.117, 8.333, 19.031 False
194.332, 129.119, 8.333, 19.064 False
194.054, 129.121, 8.333, 19.097 False
193.776, 129.124, 8.333, 19.130 False
193.498, 129.126, 8.333, 19.163 False
193.221, 129.128, 8.333, 19.196 False
192.943, 129.131, 8.333, 19.229 False
192.665, 129.133, 8.333, 19.262 False
192.387, 129.136, 8.333, 19.295 False
192.110, 129.138, 8.333, 19.328 False
191.832, 129.141, 8.333, 19.361 False
191.554, 129.143, 8.333, 19.394 False
191.276, 129.146, 8.333, 19.427 False
190.998, 129.148, 8.333, 19.460 False
190.721, 129.151, 8.333, 19.493 False
190.443, 129.154, 8.333, 19.526 False
190.165, 129.157, 8.333, 19.559 False
189.887, 129.159, 8.333, 19.592 False
189.610, 129.162, 8.333, 19.625 False
189.332, 129.165, 8.333, 19.658 False
189.054, 129.168, 8.333, 19.691 False
188.776, 129.171, 8.333, 19.724 False
188.499, 129.174, 8.333, 19.757 False
188.221, 129.176, 8.333, 19.790 False
187.943, 129.179, 8.333, 19.823 False
187.665, 129.182, 8.333, 19.856 False
187.388, 129.185, 8.333, 19.889 False
187.110, 129.188, 8.333, 19.922 False
186.832, 129.191, 8.333, 19.955 False
186.554, 129.195, 8.333, 19.988 False
186.277, 129.198, 8.333, 20.021 False
185.999, 129.201, 8.333, 20.054 False
185.721, 129.204, 8.333, 20.087 False
185.444, 129.207, 8.333, 20.120 False
185.166, 129.210, 8.333, 20.153 False
184.888, 129.213, 8.333, 20.186 False
184.610, 129.216, 8.333, 20.219 False
184.333, 129.220, 8.333, 20.252 False
184.055, 129.223, 8.333, 20.285 False
183.777, 129.226, 8.333, 20.318 False
183.499, 129.229, 8.333, 20.351 False
183.222, 129.233, 8.333, 20.384 False
182.944, 129.236, 8.333, 20.417 False
182.666, 129.239, 8.333, 20.450 False
182.388, 129.243, 8.333, 20.483 False
182.111, 129.246, 8.333, 20.516 False
181.833, 129.249, 8.333, 20.549 False
181.555, 129.253, 8.333, 20.582 False
181.277, 129.256, 8.333, 20.615 False
181.000, 129.259, 8.333, 20.648 False
180.722, 129.263, 8.333, 20.681 False
180.444, 129.266, 8.333, 20.714 False
180.167, 129.269, 8.333, 20.747 False
179.889, 129.273, 8.333, 20.780 False
179.611, 129.276, 8.333, 20.813 False
179.333, 129.279, 8.333, 20.846 False
179.056, 129.283, 8.333, 20.879 False
178.778, 129.286, 8.333, 20.912 False
178.500, 129.290, 8.333, 20.945 False
178.222, 129.293, 8.333, 20.978 False
177.945, 129.296, 8.333, 21.011 False
177.667, 129.300, 8.333, 21.044 False
177.389, 129.303, 8.333, 21.077 False
177.111, 129.307, 8.333, 21.110 False
176.834, 129.310, 8.333, 21.143 False
176.556, 129.313, 8.333, 21.176 False
176.278, 129.317, 8.333, 21.209 False
176.001, 129.320, 8.333, 21.242 False
175.723, 129.323, 8.333, 21.275 False
175.445, 129.326, 8.333, 21.308 False
175.167, 129.329, 8.333, 21.341 False
174.890, 129.332, 8.330, 21.374 False
174.613, 129.335, 8.310, 21.407 False
174.336, 129.339, 8.281, 21.440 False
174.062, 129.342, 8.228, 21.473 False
173.790, 129.345, 8.143, 21.506 False
173.522, 129.348, 8.034, 21.539 False
173.259, 129.351, 7.904, 21.572 False
173.000, 129.354, 7.760, 21.605 False
172.746, 129.357, 7.604, 21.638 False
172.498, 129.359, 7.440, 21.671 False
172.255, 129.362, 7.271, 21.704 False
172.018, 129.365, 7.095, 21.737 False
171.787, 129.367, 6.921, 21.770 False
171.561, 129.370, 6.749, 21.803 False
171.341, 129.372, 6.586, 21.836 False
171.126, 129.374, 6.430, 21.869 False
170.915, 129.377, 6.286, 21.902 False
170.709, 129.379, 6.152, 21.935 False
